Наименование,Регистрационный номер,Дата регистрации,Статус,Регион регистрации,Организационно-правовая форма,Год,"Валовая прибыль (убыток), RUB","Всего использовано средств, RUB","Всего поступило средств, RUB","Выручка, RUB","Дебиторская задолженность, RUB","Денежные средства и денежные эквиваленты, RUB","Доходы от участия в других организациях, RUB","Доходы, RUB","Заёмные средства (краткосрочные), RUB","Капитал и резервы, RUB","Коммерческие расходы, RUB","Кредиторская задолженность, RUB","Остаток средств на конец отчетного года, RUB","Пассивы всего, RUB","Прибыль (убыток) до налогообложения , RUB","Прибыль (убыток) от продажи, RUB","Прибыль от приносящей доход деятельности, RUB","Приобретение основных средств, инвентаря и иного имущества, RUB","Проценты к получению, RUB","Проценты к уплате, RUB","Прочие доходы, RUB","Прочие расходы, RUB","Расходы на содержание аппарата управления, RUB","Расходы на целевые мероприятия, RUB","Расходы, RUB","Себестоимость продаж, RUB",Среднесписочная численность работников,"Текущий налог на прибыль, RUB","Управленческие расходы, RUB","Чистая прибыль (убыток), RUB"
БЛАГОТВОРИТЕЛЬНЫЙ ФОНД СОДЕЙСТВИЯ СОХРАНЕНИЮ И ВОССТАНОВЛЕНИЮ РЕПРОДУКТИВНОГО ЗДОРОВЬЯ ЧЕЛОВЕКА,1077799010904.0,2007-05-31 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,95431000.0,2028000.0,,66000.0,9245000.0,,,,9450000.0,,2000.0,9450000.0,9452000.0,,,,,,,,,7342000.0,88089000.0,,,,,,
"МАК, МОФ",1037739729499.0,1997-01-20 00:00:00,Действующая,Москва,Общественные фонды,2018,31000.0,,,1164000.0,198000.0,,,,179000.0,-67000.0,,363000.0,,475000.0,2000.0,31000.0,,,,,,29000.0,,,,1133000.0,,,,2000.0
БЛАГОТВОРИТЕЛЬНЫЙ ФОНД СОЦИАЛЬНОЙ ПОДДЕРЖКИ КОРЕННЫХ НАРОДОВ ПОВОЛЖЬЯ,1067746428111.0,2006-03-30 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"МАЛЕНЬКИЕ ТАЛАНТЫ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1167700054367.0,2016-03-24 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,35000.0,,,,,,,,35000.0,,,,,,,,,,,,,,,,
"МАЛЕНЬКИЙ БОЛЬШОЙ ЧЕЛОВЕК, БФ",1207700128932.0,2020-03-19 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"МАЛЕНЬКИЙ ПРИНЦ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1037739134751.0,2000-11-20 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"МАЛИНОВЫЙ ЗВОН, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1207700150790.0,2020-04-08 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"БЛАГОТВОРИТЕЛЬНЫЙ ФОНД СОЮЗ, НО",1134000001079.0,2013-11-21 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"МАЛЫШ, БФ",1167700074200.0,2016-11-29 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,2619000.0,8537000.0,,,11036000.0,,,,11036000.0,,,10354000.0,11036000.0,,,,20000.0,,,,,1444000.0,787000.0,,,,,,
"МАЛЬТИЙСКАЯ СЛУЖБА ПОМОЩИ В ГОРОДЕ МОСКВЕ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1027700000712.0,1996-04-26 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,79235000.0,79218000.0,,48000.0,544000.0,,,310000.0,1498000.0,,200000.0,3975000.0,5541000.0,,,,,,,,,9339000.0,69255000.0,,,,,,
"МАМА, ОБЩЕРОССИЙСКИЙ ОБЩЕСТВЕННЫЙ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД СОДЕЙСТВИЯ ЗАЩИТЕ МАТЕРИНСТВА И ДЕТСТВА",1027739207869.0,2002-04-25 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"МАМА, ФОНД",1037700096928.0,2000-06-14 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,62000.0,,1000.0,,,,-71000.0,,72000.0,,1000.0,-59000.0,-20000.0,,,,,,39000.0,,,,82000.0,,1000.0,,-60000.0
"МАМА, РЕГИОНАЛЬНЫЙ ОБЩЕСТВЕННЫЙ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД СОДЕЙСТВИЯ ЗАЩИТЕ МАТЕРИНСТВА И ДЕТСТВА",1027739212511.0,1998-12-07 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"МАМА, РЕГИОНАЛЬНЫЙ ОБЩЕСТВЕННЫЙ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД СОДЕЙСТВИЯ ЗАЩИТЕ И ПОДДЕРЖКЕ МАТЕРИНСТВА И ДЕТСТВА",1027746003603.0,2002-12-25 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"МАМИ, РБОФ СОДЕЙСТВИЯ РАЗВИТИЮ МГТУ",1037739509180.0,2000-02-15 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"МАМЫ МИРА, БФ",1167700061539.0,2016-07-27 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"МАНГАЗЕЯ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1187700013324.0,2018-08-08 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,144000.0,497000.0,,,357000.0,,,,353000.0,,4000.0,353000.0,357000.0,,,,,,,,,75000.0,50000.0,,,,,,
"МАНЕЖ, БФ",1137799003715.0,2013-02-25 00:00:00,Действующая,Москва,Благотворительные фонды,2018,422000.0,834000.0,821000.0,422000.0,,190000.0,,,,400000.0,,40000.0,86000.0,440000.0,108000.0,118000.0,,,,,19000.0,29000.0,85000.0,735000.0,,,,13000.0,304000.0,95000.0
"МАНТАЛЕ, БФ",1207700184625.0,2020-06-04 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
МАПСФ,1027700272346.0,1992-03-16 00:00:00,Действующая,Москва,Общественные фонды,2018,,17028000.0,16874000.0,,40000.0,,,,,,,2376000.0,,2376000.0,,,,,,,,,8318000.0,8710000.0,,,,,,
"МАРАФОН ИК, БФ",1157700001370.0,2015-01-29 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"МАРИАМ, ФОНД ПОМОЩИ",1187700020474.0,2018-11-27 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"МАРИИ ЛЕОНТЬЕВОЙ, БФ",1207700430475.0,2020-11-13 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"МАРИИ МАГДАЛИНЫ, ФОНД",1127799016113.0,2012-08-21 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"МАРИИ МАЛИНОВСКОЙ, ФОНД",1057749536756.0,2005-12-14 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"МАРИЯ, БФ",1187700010013.0,2018-06-08 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,1069000.0,1327000.0,,546000.0,257000.0,,,,-241000.0,,197000.0,257000.0,919000.0,-181000.0,,,,,,,181000.0,187000.0,882000.0,,,,,,-250000.0
"МАРКЕР, БФ",1217700100089.0,2021-03-09 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Л.А. ФЕДУНА, ФОНД",1047796846030.0,2004-11-05 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,53976000.0,68000000.0,,1354000.0,20226000.0,,,,31115000.0,,210000.0,21087000.0,31608000.0,,,,,,,,,3262000.0,50249000.0,,,,,,
"МАРТИН И КО, БФ",1197700006690.0,2019-04-29 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"МАРУСЯ, ФОНД",1177700007561.0,2017-05-05 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,9621000.0,189000.0,,10000.0,819000.0,,,,22064000.0,,66000.0,21349000.0,22129000.0,894000.0,,,,,,1551000.0,657000.0,133000.0,9488000.0,,,,179000.0,,715000.0
"МАРЬЯМ, БФ",1217700294987.0,2021-06-23 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"МАСТ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1167700051617.0,2016-02-02 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,29442000.0,32698000.0,,5163000.0,592000.0,,,,5801000.0,,,5801000.0,5801000.0,,,,,,,,,1320000.0,27751000.0,,,,,,
"МАСТЕРСКАЯ СЧАСТЬЯ, БФ",1177700014513.0,2017-09-11 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"МАТЕРИ ЗЕМЛИ, ФОНД",1107799018744.0,2010-06-03 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"МАУГЛИ, БФ",1187700018483.0,2018-10-18 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"МАЯК ЗАБОТЫ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1227700179046.0,2022-03-30 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"МАЯК, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1147799011645.0,2014-07-23 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"МАЯК, БФ",1137799009886.0,2013-05-16 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"МАЯК, БФ",1057749134255.0,2005-11-18 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
МБО ФОНД СОДЕЙСТВИЯ МЕДИЦИНСКОЙ ПОМОЩИ ЗАКЛЮЧЕННЫМ,1047746009464.0,2004-07-29 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
МБОФСРС ИМ. ИВАНА ЯРЫГИНА,1027739572630.0,1997-03-14 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,19000.0,234000.0,,,,,,1000.0,,253000.0,,,,,,,,,,,,,,,,
МБФ,1097799008724.0,2009-05-25 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
МБФВВМФ,1047796281521.0,2004-04-23 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
МБФОНД РА,1027700194092.0,1991-12-27 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"МБХФ, НО",1037739768912.0,1993-07-28 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
МБЭС-ФОНД,1037739310696.0,1995-12-18 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"МГАТУ, МФП",1027739105877.0,1995-03-24 00:00:00,Действующая,Москва,Общественные фонды,2018,,1605000.0,1839000.0,,1034000.0,94000.0,,,679000.0,115000.0,,2656000.0,10481000.0,14716000.0,,,,,,,,,1003000.0,578000.0,,,,,,
"МГИ, ФОНД",1027700340469.0,1991-07-03 00:00:00,Действующая,Москва,Общественные фонды,2018,,74000.0,70000.0,,14000.0,,,,,,,,,14000.0,,,,,,,,,74000.0,,,,,,,
"МГФПШК, НО",1027739870377.0,2002-12-24 00:00:00,Действующая,Москва,Фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"МЕГА-ДОМ, ФОНД",1127799003353.0,2012-02-27 00:00:00,Действующая,Москва,Общественные фонды,2018,,,,33319000.0,69042000.0,4936000.0,,,85021000.0,4051000.0,,4011000.0,,93083000.0,3599000.0,7726000.0,,,,,23604000.0,27731000.0,,,,25593000.0,,790000.0,,2809000.0
"МЕД-РЕСУРС, БФ",1127799007390.0,2012-04-19 00:00:00,Действующая,Москва,Благотворительные фонды,2018,90000.0,12781000.0,13130000.0,90000.0,32000.0,886000.0,,,,852000.0,,66000.0,852000.0,918000.0,16000.0,16000.0,13000.0,,,,,,433000.0,12193000.0,,,,,74000.0,13000.0
"МЕДВЕДЬ ПОМОЖЕТ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1177700021510.0,2017-12-01 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,155000.0,1110000.0,,20000.0,1000.0,,,,956000.0,,26000.0,955000.0,982000.0,,,,,,,,,151000.0,,,,,,,
"МЕДВЕЖАТА, НО БФ",1107799012991.0,2010-04-22 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,29000.0,,,,7000.0,,,,,,,7000.0,7000.0,,,,,,,,,29000.0,,,,,,,
"МЕДЕК, ФОНД",1097799010462.0,2009-06-19 00:00:00,Действующая,Москва,Общественные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"МЕДИК, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПВЗ",1057746787064.0,2005-04-27 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Медицина и общество, Благотворительный медицинский фонд",1047796417063.0,2004-06-10 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
МЕДИЦИНСКИЙ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД,1037789068910.0,2003-12-22 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"МЕДИЦИНСКОЕ ПРОСВЕЩЕНИЕ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ПОМОЩИ ВРАЧАМ",1037739708181.0,1998-03-05 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"МЕДНАЯ ГОРА, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1217700051128.0,2021-02-09 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"МЕДТЕХНОЛОГИЯ, ФОНД",1037739330309.0,1992-12-07 00:00:00,Действующая,Москва,Общественные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
МЕЖДУНАР. БЛАГОТВОР. ОБЩЕСТВЕН. ФОНД ПОМОЩИ ДЕТЯМ ПРИ КАТАСТРОФАХ И ВОЙНАХ,1027739764546.0,1999-07-28 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,424000.0,658000.0,,18321000.0,6537000.0,,,,5229000.0,,19000.0,4732000.0,24858000.0,,,658000.0,,,,658000.0,27000.0,424000.0,,,,,20000.0,,611000.0
"МЕЖДУНАРОДНАЯ АКАДЕМИЯ СЕМЬИ РАДОМА, НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ОБЩЕСТВЕННЫЙ ФОНД ФОРМИРОВАНИЯ КУЛЬТУРЫ ЗДОРОВОГО РОДА",1027728010782.0,2002-11-04 00:00:00,Действующая,Москва,Общественные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"МЕЖДУНАРОДНАЯ МЕДИЦИНСКАЯ ПОМОЩЬ, БФ",1177700005504.0,2017-04-03 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"МЕЖДУНАРОДНАЯ МИССИЯ ПОМОЩИ ДЕТСТВУ, НО БФ",1037700103979.0,2001-05-17 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
МЕЖДУНАРОДНЫЙ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ЗДОРОВЬЯ И МИЛОСЕРДИЯ,1127799011471.0,2012-06-14 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"МЕЖДУНАРОДНЫЙ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ИМЕНИ Е.Ф. СВЕТЛАНОВА, НО",1057748838201.0,2005-10-28 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,8000.0,82000.0,,,,-1000.0,,1000.0,,91000.0,,,,,,,,,,,,,,,,
"МЕЖДУНАРОДНЫЙ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ИМЕНИ МАРИУСА ПЕТИПА, НО",1077799019583.0,2007-08-27 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,3000.0,2000.0,,,,,,5000.0,,5000.0,,,,,,,,,,,,,,,,
МЕЖДУНАРОДНЫЙ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД МЕЖДУНАРОДНЫЙ ФОНД ПОДДЕРЖКИ НОВЫХ ТЕХНОЛОГИЙ ЗАЩИТЫ ЭКОЛОГИИ И ЗДОРОВЬЯ,1037704024456.0,1995-12-25 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,1000000.0,,,,3051000000.0,,,,3051000000.0,,,,,,,,,,,,,,,,
"МЕЖДУНАРОДНЫЙ БЛАГОТВОРИТЕЛЬНЫЙ ФОНД РОДНИЧОК, НО",1047796197789.0,2004-03-25 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,
МЕЖДУНАРОДНЫЙ ДЕМИДОВСКИЙ ФОНД,1037739607510.0,1993-01-29 00:00:00,Действующая,Москва,Общественные фонды,2018,,25000.0,1000.0,1000.0,,3000.0,,,,,,,3000.0,3000.0,1000.0,1000.0,1000.0,,,,,,,,,,,,,1000.0
МЕЖДУНАРОДНЫЙ ОБЩЕСТВЕННЫЙ ФОНД ЗАЩИТЫ ЧЕЛОВЕЧЕСКОГО ДОСТОИНСТВА И БЕЗОПАСНОСТИ,1057700007562.0,2005-03-22 00:00:00,Действующая,Москва,Общественные фонды,2018,,62000.0,73000.0,,517000.0,11000.0,,,,-26000.0,,651000.0,11000.0,625000.0,,,,,,,,,62000.0,,,,,,,
МЕЖДУНАРОДНЫЙ ФОНД ЗАЩИТЫ ДЕТЕЙ,1207700148303.0,2020-04-01 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
МЕЖДУНАРОДНЫЙ ФОНД ИМЕНИ ПОЛКОВОДЦА Г.К. ЖУКОВА,1037739538077.0,1997-04-11 00:00:00,Действующая,Москва,Общественные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
МЕЖДУНАРОДНЫЙ ФОНД ПАМЯТИ ВОИНСКОЙ СЛАВЫ,1037705020737.0,2003-03-20 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
МЕЖДУНАРОДНЫЙ ФОНД РАЗВИТИЯ МОДЫ,1057747608467.0,2005-07-28 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
МЕЖДУНАРОДНЫЙ ФОНД СВЯТО-ПАНТЕЛЕИМОНОВА МОНАСТЫРЯ,1127799002605.0,2012-02-14 00:00:00,Действующая,Москва,Общественные фонды,2018,,30808000.0,30000.0,,5380000.0,978000.0,,,,5778000.0,,25000.0,5778000.0,6423000.0,-79000.0,,,,,,1897000.0,1976000.0,3960000.0,25898000.0,,,,,,-79000.0
МЕЖДУНАРОДНЫЙ ХУДОЖЕСТВЕННЫЙ ФОНД,1027739715145.0,1992-02-26 00:00:00,Действующая,Москва,Общественные фонды,2018,15000.0,,,189000.0,12847000.0,1014000.0,,,,-2161000.0,,13099000.0,,13956000.0,-160000.0,-158000.0,,,,,,2000.0,,,,174000.0,,,173000.0,-160000.0
"МЕЖДУНАРОДНЫЙ ЦЕНТР ПОМОЩИ ДЕТЯМ РОССИИ, БФ",1037700232107.0,1999-04-20 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
МЕЖРЕГИОНАЛЬНЫЙ ОБЩЕСТВЕННЫЙ ФОНД ПОДДЕРЖКИ ИЗБИРАТЕЛЬНЫХ КАМПАНИЙ ДПР,1037700106993.0,1998-11-30 00:00:00,Действующая,Москва,Общественные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"МЕЛАНОМЕ.НЕТ, БЛАГОТВОРИТЕЛЬНЫЙ ФОНД",1177700015008.0,2017-09-22 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"МЕЛОДИЯ ЖИЗНИ, БФ",1157700001832.0,2015-02-10 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,2625000.0,2798000.0,,538000.0,267000.0,,,,792000.0,,37000.0,792000.0,829000.0,,,,,,,,,1460000.0,1134000.0,,,,,,
"МЕЛОДИЯ СЕРДЦА, БФ",1197700002554.0,2019-02-19 00:00:00,Действующая,Москва,Благотворительные фонды,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
